Gene.name	Gene.stable.ID	Mouse.gene.stable.ID	Mouse.gene.name
TMEM151B	ENSG00000178233	ENSMUSG00000096847	Tmem151b
EFNB3	ENSG00000108947	ENSMUSG00000003934	Efnb3
DTWD1	ENSG00000104047	ENSMUSG00000023330	Dtwd1
AARS2	ENSG00000124608	ENSMUSG00000023938	Aars2
SP100	ENSG00000067066	ENSMUSG00000094915	AC168977.2
SP100	ENSG00000067066	ENSMUSG00000094514	AC133103.3
RNF139	ENSG00000170881	ENSMUSG00000037075	Rnf139
GPHN	ENSG00000171723	ENSMUSG00000047454	Gphn
ZNRD1	ENSG00000066379	ENSMUSG00000036315	Znrd1
SH3GLB2	ENSG00000148341	ENSMUSG00000026860	Sh3glb2
SPATS1	ENSG00000249481	ENSMUSG00000023935	Spats1
PTAFR	ENSG00000169403	ENSMUSG00000056529	Ptafr
FRMD8	ENSG00000126391	ENSMUSG00000024816	Frmd8
CASP14	ENSG00000105141	ENSMUSG00000005355	Casp14
LRTM1	ENSG00000144771	ENSMUSG00000045776	Lrtm1
MBD1	ENSG00000141644	ENSMUSG00000024561	Mbd1
RPAIN	ENSG00000129197	ENSMUSG00000018449	Rpain
RMND5B	ENSG00000145916	ENSMUSG00000001054	Rmnd5b
DNAJC8	ENSG00000126698	ENSMUSG00000054405	Dnajc8
HP	ENSG00000257017	ENSMUSG00000031722	Hp
TCTE1	ENSG00000146221	ENSMUSG00000023949	Tcte1
CACNA2D3	ENSG00000157445	ENSMUSG00000021991	Cacna2d3
ST6GALNAC4	ENSG00000136840	ENSMUSG00000079442	St6galnac4
SHH	ENSG00000164690	ENSMUSG00000002633	Shh
PRELID3B	ENSG00000101166	ENSMUSG00000016257	Prelid3b
MAP2K4	ENSG00000065559	ENSMUSG00000033352	Map2k4
SCML4	ENSG00000146285	ENSMUSG00000044770	Scml4
DPYD	ENSG00000188641	ENSMUSG00000033308	Dpyd
SOX5	ENSG00000134532	ENSMUSG00000041540	Sox5
ANGPTL8	ENSG00000130173	ENSMUSG00000047822	Angptl8
RARS2	ENSG00000146282	ENSMUSG00000028292	Rars2
CALML5	ENSG00000178372	ENSMUSG00000099269	Calm5
CALML5	ENSG00000178372	ENSMUSG00000033765	Calm4
NHP2	ENSG00000145912	ENSMUSG00000001056	Nhp2
GPAA1	ENSG00000197858	ENSMUSG00000022561	Gpaa1
TRIM47	ENSG00000132481	ENSMUSG00000020773	Trim47
DOCK6	ENSG00000130158	ENSMUSG00000032198	Dock6
CYTL1	ENSG00000170891	ENSMUSG00000062329	Cytl1
DUSP21	ENSG00000189037	ENSMUSG00000025043	Dusp21
REEP5	ENSG00000129625	ENSMUSG00000005873	Reep5
CALML3	ENSG00000178363	ENSMUSG00000063130	Calml3
TNPO1	ENSG00000083312	ENSMUSG00000009470	Tnpo1
MFSD3	ENSG00000167700	ENSMUSG00000019080	Mfsd3
OR1I1	ENSG00000094661	ENSMUSG00000071185	Olfr1357
CCDC134	ENSG00000100147	ENSMUSG00000068114	Ccdc134
TRIM65	ENSG00000141569	ENSMUSG00000054517	Trim65
MROH7-TTC4	ENSG00000271723	ENSMUSG00000047502	Mroh7
TM2D2	ENSG00000169490	ENSMUSG00000031556	Tm2d2
INF2	ENSG00000203485	ENSMUSG00000037679	Inf2
AC138647.1	ENSG00000226490	ENSMUSG00000086361	Gm6569
PUF60	ENSG00000179950	ENSMUSG00000002524	Puf60
BCAS1	ENSG00000064787	ENSMUSG00000013523	Bcas1
ORC6	ENSG00000091651	ENSMUSG00000031697	Orc6
AGXT	ENSG00000172482	ENSMUSG00000026272	Agxt
DNAH2	ENSG00000183914	ENSMUSG00000005237	Dnah2
SMC3	ENSG00000108055	ENSMUSG00000024974	Smc3
ATP5IF1	ENSG00000130770	ENSMUSG00000054428	Atpif1
RABEP1	ENSG00000029725	ENSMUSG00000020817	Rabep1
DPYSL3	ENSG00000113657	ENSMUSG00000024501	Dpysl3
TEDC1	ENSG00000185347	ENSMUSG00000037466	Tedc1
HMGXB3	ENSG00000113716	ENSMUSG00000024622	Hmgxb3
DHRS2	ENSG00000100867	ENSMUSG00000022209	Dhrs2
SRP19	ENSG00000153037	ENSMUSG00000014504	Srp19
FGF5	ENSG00000138675	ENSMUSG00000029337	Fgf5
DYNLL2	ENSG00000264364	ENSMUSG00000020483	Dynll2
SREBF2	ENSG00000198911	ENSMUSG00000022463	Srebf2
GRAMD2B	ENSG00000155324	ENSMUSG00000001700	Gramd3
OR4D1	ENSG00000141194	ENSMUSG00000060787	Olfr464
HSD17B8	ENSG00000204228	ENSMUSG00000073422	H2-Ke6
SLC26A2	ENSG00000155850	ENSMUSG00000034320	Slc26a2
CFAP299	ENSG00000197826	ENSMUSG00000057816	Cfap299
STOX2	ENSG00000173320	ENSMUSG00000038143	Stox2
GRIN2A	ENSG00000183454	ENSMUSG00000059003	Grin2a
OR4D2	ENSG00000255713	ENSMUSG00000093839	Olfr462
OR4D2	ENSG00000255713	ENSMUSG00000093920	Olfr463
ATAD1	ENSG00000138138	ENSMUSG00000013662	Atad1
IFIH1	ENSG00000115267	ENSMUSG00000026896	Ifih1
BOK	ENSG00000176720	ENSMUSG00000026278	Bok
CARD9	ENSG00000187796	ENSMUSG00000026928	Card9
ARID2	ENSG00000189079	ENSMUSG00000033237	Arid2
MORC1	ENSG00000114487	ENSMUSG00000022652	Morc1
NFKBIZ	ENSG00000144802	ENSMUSG00000035356	Nfkbiz
FBF1	ENSG00000188878	ENSMUSG00000020776	Fbf1
TAS2R7	ENSG00000121377	ENSMUSG00000054497	Tas2r130
LRFN1	ENSG00000128011	ENSMUSG00000030600	Lrfn1
RALBP1	ENSG00000017797	ENSMUSG00000024096	Ralbp1
IL1B	ENSG00000125538	ENSMUSG00000027398	Il1b
OR13F1	ENSG00000186881	ENSMUSG00000089717	Olfr275
RTN4	ENSG00000115310	ENSMUSG00000020458	Rtn4
OR13C3	ENSG00000204246	ENSMUSG00000049648	Olfr273
LATS1	ENSG00000131023	ENSMUSG00000040021	Lats1
BTBD6	ENSG00000184887	ENSMUSG00000002803	Btbd6
OR13C8	ENSG00000186943	ENSMUSG00000051593	Olfr272
OR13C5	ENSG00000277556	ENSMUSG00000082216	Olfr271-ps1
ESX1	ENSG00000123576	ENSMUSG00000023443	Esx1
STK32B	ENSG00000152953	ENSMUSG00000029123	Stk32b
DNLZ	ENSG00000213221	ENSMUSG00000075467	Dnlz
C2CD2	ENSG00000157617	ENSMUSG00000045975	C2cd2
OR13C2	ENSG00000276119	ENSMUSG00000082216	Olfr271-ps1
CADM4	ENSG00000105767	ENSMUSG00000054793	Cadm4
OR13C9	ENSG00000136839	ENSMUSG00000082216	Olfr271-ps1
LMOD2	ENSG00000170807	ENSMUSG00000029683	Lmod2
KLF12	ENSG00000118922	ENSMUSG00000072294	Klf12
SESN2	ENSG00000130766	ENSMUSG00000028893	Sesn2
GPSM1	ENSG00000160360	ENSMUSG00000026930	Gpsm1
ATG9B	ENSG00000181652	ENSMUSG00000038295	Atg9b
B4GALT4	ENSG00000121578	ENSMUSG00000022793	B4galt4
ADAD1	ENSG00000164113	ENSMUSG00000027719	Adad1
WASL	ENSG00000106299	ENSMUSG00000029684	Wasl
GHDC	ENSG00000167925	ENSMUSG00000017747	Ghdc
MED18	ENSG00000130772	ENSMUSG00000066042	Med18
NXPE3	ENSG00000144815	ENSMUSG00000075033	Nxpe3
ALDH8A1	ENSG00000118514	ENSMUSG00000037542	Aldh8a1
KIF18B	ENSG00000186185	ENSMUSG00000051378	Kif18b
DEFB131A	ENSG00000186146	ENSMUSG00000075572	Defb43
IL1RAPL2	ENSG00000189108	ENSMUSG00000059203	Il1rapl2
NOS3	ENSG00000164867	ENSMUSG00000028978	Nos3
HYAL4	ENSG00000106302	ENSMUSG00000029680	Hyal4
TCTN2	ENSG00000168778	ENSMUSG00000029386	Tctn2
SYDE1	ENSG00000105137	ENSMUSG00000032714	Syde1
MRPL38	ENSG00000204316	ENSMUSG00000020775	Mrpl38
FAM71E2	ENSG00000180043	ENSMUSG00000092518	Fam71e2
DHX57	ENSG00000163214	ENSMUSG00000035051	Dhx57
PLSCR4	ENSG00000114698	ENSMUSG00000032377	Plscr4
PRKCB	ENSG00000166501	ENSMUSG00000052889	Prkcb
AC020922.1	ENSG00000267706	ENSMUSG00000092518	Fam71e2
COX6B2	ENSG00000160471	ENSMUSG00000051811	Cox6b2
MAB21L4	ENSG00000172478	ENSMUSG00000034159	Mab21l4
SYNGR1	ENSG00000100321	ENSMUSG00000022415	Syngr1
ILVBL	ENSG00000105135	ENSMUSG00000032763	Ilvbl
EEPD1	ENSG00000122547	ENSMUSG00000036611	Eepd1
DENND5B	ENSG00000170456	ENSMUSG00000030313	Dennd5b
RFX3	ENSG00000080298	ENSMUSG00000040929	Rfx3
ADD2	ENSG00000075340	ENSMUSG00000030000	Add2
CSF1R	ENSG00000182578	ENSMUSG00000024621	Csf1r
OR13D1	ENSG00000179055	ENSMUSG00000070983	Olfr270
JAKMIP2	ENSG00000176049	ENSMUSG00000024502	Jakmip2
FBXO47	ENSG00000204952	ENSMUSG00000070336	Fbxo47
ENPP6	ENSG00000164303	ENSMUSG00000038173	Enpp6
LMBR1	ENSG00000105983	ENSMUSG00000010721	Lmbr1
EPX	ENSG00000121053	ENSMUSG00000052234	Epx
KRT25	ENSG00000204897	ENSMUSG00000035831	Krt25
DENND1A	ENSG00000119522	ENSMUSG00000035392	Dennd1a
WWP2	ENSG00000198373	ENSMUSG00000031930	Wwp2
CRIP1	ENSG00000213145	ENSMUSG00000006360	Crip1
AARD	ENSG00000205002	ENSMUSG00000068522	Aard
C3orf85	ENSG00000241224	ENSMUSG00000110573	Gm5485
C1QL1	ENSG00000131094	ENSMUSG00000045532	C1ql1
LRRC4	ENSG00000128594	ENSMUSG00000049939	Lrrc4
CACNA1S	ENSG00000081248	ENSMUSG00000026407	Cacna1s
KRT26	ENSG00000186393	ENSMUSG00000075570	Krt26
AKAP4	ENSG00000147081	ENSMUSG00000050089	Akap4
AC025263.2	ENSG00000258052	ENSMUSG00000064181	Rab3ip
RBFA	ENSG00000101546	ENSMUSG00000024570	Rbfa
ESR2	ENSG00000140009	ENSMUSG00000021055	Esr2
MYLK3	ENSG00000140795	ENSMUSG00000031698	Mylk3
GNAO1	ENSG00000087258	ENSMUSG00000031748	Gnao1
KRT27	ENSG00000171446	ENSMUSG00000017588	Krt27
SND1	ENSG00000197157	ENSMUSG00000001424	Snd1
KRT28	ENSG00000173908	ENSMUSG00000055937	Krt28
NFE2L3	ENSG00000050344	ENSMUSG00000029832	Nfe2l3
PPME1	ENSG00000214517	ENSMUSG00000030718	Ppme1
PIM3	ENSG00000198355	ENSMUSG00000035828	Pim3
AL928654.3	ENSG00000257341	ENSMUSG00000006360	Crip1
RHOU	ENSG00000116574	ENSMUSG00000039960	Rhou
DCUN1D5	ENSG00000137692	ENSMUSG00000032002	Dcun1d5
EXOC3L4	ENSG00000205436	ENSMUSG00000021280	Exoc3l4
TAB1	ENSG00000100324	ENSMUSG00000022414	Tab1
MAPK13	ENSG00000156711	ENSMUSG00000004864	Mapk13
CROCC2	ENSG00000226321	ENSMUSG00000084989	Crocc2
CBX3	ENSG00000122565	ENSMUSG00000029836	Cbx3
UBTFL1	ENSG00000255009	ENSMUSG00000074502	Ubtfl1
HPR	ENSG00000261701	ENSMUSG00000031722	Hp
CRB2	ENSG00000148204	ENSMUSG00000035403	Crb2
TMCC1	ENSG00000172765	ENSMUSG00000030126	Tmcc1
NIPSNAP3A	ENSG00000136783	ENSMUSG00000015242	Nipsnap3a
RAB4A	ENSG00000168118	ENSMUSG00000019478	Rab4a
PTEN	ENSG00000171862	ENSMUSG00000013663	Pten
DPPA2	ENSG00000163530	ENSMUSG00000072419	Dppa2
TIMM29	ENSG00000142444	ENSMUSG00000048429	Timm29
TXNL4B	ENSG00000140830	ENSMUSG00000031723	Txnl4b
RPF2	ENSG00000197498	ENSMUSG00000038510	Rpf2
MPIG6B	ENSG00000204420	ENSMUSG00000073414	Mpig6b
PCDH20	ENSG00000280165	ENSMUSG00000050505	Pcdh20
UROS	ENSG00000188690	ENSMUSG00000030979	Uros
REEP4	ENSG00000168476	ENSMUSG00000033589	Reep4
FHDC1	ENSG00000137460	ENSMUSG00000041842	Fhdc1
GMFG	ENSG00000130755	ENSMUSG00000060791	Gmfg
LMX1A	ENSG00000162761	ENSMUSG00000026686	Lmx1a
RNF32	ENSG00000105982	ENSMUSG00000029130	Rnf32
PRMT8	ENSG00000111218	ENSMUSG00000030350	Prmt8
TMEM92	ENSG00000167105	ENSMUSG00000075610	Tmem92
ATP6V0A2	ENSG00000185344	ENSMUSG00000038023	Atp6v0a2
HNRNPA2B1	ENSG00000122566	ENSMUSG00000004980	Hnrnpa2b1
PMFBP1	ENSG00000118557	ENSMUSG00000031727	Pmfbp1
CCSAP	ENSG00000154429	ENSMUSG00000031971	Ccsap
AL592490.1	ENSG00000197991	ENSMUSG00000050505	Pcdh20
P4HA3	ENSG00000149380	ENSMUSG00000051048	P4ha3
CYC1	ENSG00000179091	ENSMUSG00000022551	Cyc1
SLC38A9	ENSG00000177058	ENSMUSG00000047789	Slc38a9
SNX7	ENSG00000162627	ENSMUSG00000028007	Snx7
SLC35C1	ENSG00000181830	ENSMUSG00000049922	Slc35c1
C16orf87	ENSG00000155330	ENSMUSG00000036934	4921524J17Rik
ACTA1	ENSG00000143632	ENSMUSG00000031972	Acta1
NCLN	ENSG00000125912	ENSMUSG00000020238	Ncln
ITPRIPL2	ENSG00000205730	ENSMUSG00000095115	Itpripl2
MYBPC2	ENSG00000086967	ENSMUSG00000038670	Mybpc2
ZPBP2	ENSG00000186075	ENSMUSG00000017195	Zpbp2
KRT10	ENSG00000186395	ENSMUSG00000019761	Krt10
SYT17	ENSG00000103528	ENSMUSG00000058420	Syt17
NMT1	ENSG00000136448	ENSMUSG00000020936	Nmt1
PPP2R3A	ENSG00000073711	ENSMUSG00000043154	Ppp2r3a
LSM8	ENSG00000128534	ENSMUSG00000044155	Lsm8
RXRG	ENSG00000143171	ENSMUSG00000015843	Rxrg
SLC35D1	ENSG00000116704	ENSMUSG00000028521	Slc35d1
PIP5KL1	ENSG00000167103	ENSMUSG00000046854	Pip5kl1
PLPPR5	ENSG00000117598	ENSMUSG00000033342	Plppr5
NUP133	ENSG00000069248	ENSMUSG00000039509	Nup133
PTPRS	ENSG00000105426	ENSMUSG00000013236	Ptprs
AMN1	ENSG00000151743	ENSMUSG00000068250	Amn1
INHBB	ENSG00000163083	ENSMUSG00000037035	Inhbb
PLCD3	ENSG00000161714	ENSMUSG00000020937	Plcd3
PHACTR4	ENSG00000204138	ENSMUSG00000066043	Phactr4
XYLT2	ENSG00000015532	ENSMUSG00000020868	Xylt2
TAS2R30	ENSG00000256188	ENSMUSG00000053217	Tas2r136
TAS2R30	ENSG00000256188	ENSMUSG00000059382	Tas2r120
C2CD3	ENSG00000168014	ENSMUSG00000047248	C2cd3
SMIM10L1	ENSG00000256537	ENSMUSG00000072704	Smim10l1
TMEM254	ENSG00000133678	ENSMUSG00000021867	Tmem254b
TMEM254	ENSG00000133678	ENSMUSG00000072680	Tmem254c
TMEM254	ENSG00000133678	ENSMUSG00000072676	Tmem254a
TAS2R19	ENSG00000212124	ENSMUSG00000053217	Tas2r136
TAS2R19	ENSG00000212124	ENSMUSG00000059382	Tas2r120
ADGRB2	ENSG00000121753	ENSMUSG00000028782	Adgrb2
TAS2R10	ENSG00000121318	ENSMUSG00000051153	Tas2r105
TAS2R10	ENSG00000121318	ENSMUSG00000063478	Tas2r114
TAS2R10	ENSG00000121318	ENSMUSG00000061977	Tas2r104
TAS2R10	ENSG00000121318	ENSMUSG00000053389	Tas2r107
TAS2R10	ENSG00000121318	ENSMUSG00000057754	Tas2r106
TAS2R20	ENSG00000255837	ENSMUSG00000053217	Tas2r136
TAS2R20	ENSG00000255837	ENSMUSG00000059382	Tas2r120
LRRC52	ENSG00000162763	ENSMUSG00000040485	Lrrc52
TAS2R31	ENSG00000256436	ENSMUSG00000053217	Tas2r136
TAS2R31	ENSG00000256436	ENSMUSG00000059382	Tas2r120
C1orf141	ENSG00000203963	ENSMUSG00000028520	4921539E11Rik
TAS2R46	ENSG00000226761	ENSMUSG00000053217	Tas2r136
TAS2R46	ENSG00000226761	ENSMUSG00000059382	Tas2r120
TOR2A	ENSG00000160404	ENSMUSG00000009563	Tor2a
TAS2R43	ENSG00000255374	ENSMUSG00000053217	Tas2r136
TAS2R43	ENSG00000255374	ENSMUSG00000059382	Tas2r120
DCAKD	ENSG00000172992	ENSMUSG00000020935	Dcakd
TAS2R13	ENSG00000212128	ENSMUSG00000060412	Tas2r124
TAS2R13	ENSG00000212128	ENSMUSG00000056901	Tas2r102
TAS2R13	ENSG00000212128	ENSMUSG00000071150	Tas2r121
AFTPH	ENSG00000119844	ENSMUSG00000049659	Aftph
TAS2R14	ENSG00000212127	ENSMUSG00000062528	Tas2r109
TAS2R14	ENSG00000212127	ENSMUSG00000058349	Tas2r117
TAS2R14	ENSG00000212127	ENSMUSG00000071147	Tas2r140
TAS2R14	ENSG00000212127	ENSMUSG00000062952	Tas2r110
TAS2R14	ENSG00000212127	ENSMUSG00000063762	Tas2r129
TAS2R14	ENSG00000212127	ENSMUSG00000030196	Tas2r103
TAS2R14	ENSG00000212127	ENSMUSG00000071149	Tas2r115
TAS2R14	ENSG00000212127	ENSMUSG00000030194	Tas2r116
TAS2R14	ENSG00000212127	ENSMUSG00000057381	Tas2r123
TAS2R14	ENSG00000212127	ENSMUSG00000056926	Tas2r113
TAS2R14	ENSG00000212127	ENSMUSG00000059410	Tas2r125
LY6G6C	ENSG00000204421	ENSMUSG00000092586	Ly6g6c
CLEC18A	ENSG00000157322	ENSMUSG00000033633	Clec18a
IGF1R	ENSG00000140443	ENSMUSG00000005533	Igf1r
TAS2R50	ENSG00000212126	ENSMUSG00000053217	Tas2r136
TAS2R50	ENSG00000212126	ENSMUSG00000059382	Tas2r120
RFTN1	ENSG00000131378	ENSMUSG00000039316	Rftn1
WDR47	ENSG00000085433	ENSMUSG00000040389	Wdr47
ABCB10	ENSG00000135776	ENSMUSG00000031974	Abcb10
MGST3	ENSG00000143198	ENSMUSG00000026688	Mgst3
APOL3	ENSG00000128284	ENSMUSG00000044309	Apol7c
APOL3	ENSG00000128284	ENSMUSG00000068252	Apol7b
APOL3	ENSG00000128284	ENSMUSG00000010601	Apol7a
APOL3	ENSG00000128284	ENSMUSG00000056656	Apol8
APOL3	ENSG00000128284	ENSMUSG00000071716	Apol7e
IL23R	ENSG00000162594	ENSMUSG00000049093	Il23r
ZNF664	ENSG00000179195	ENSMUSG00000079215	Zfp664
ARHGEF33	ENSG00000214694	ENSMUSG00000054901	Arhgef33
TTC16	ENSG00000167094	ENSMUSG00000039021	Ttc16
ETFBKMT	ENSG00000139160	ENSMUSG00000039958	Etfbkmt
ACBD4	ENSG00000181513	ENSMUSG00000056938	Acbd4
EMC10	ENSG00000161671	ENSMUSG00000008140	Emc10
TAF5L	ENSG00000135801	ENSMUSG00000038697	Taf5l
TNFAIP8L1	ENSG00000185361	ENSMUSG00000044469	Tnfaip8l1
MORN2	ENSG00000188010	ENSMUSG00000045257	Morn2
C1R	ENSG00000159403	ENSMUSG00000055172	C1ra
C1R	ENSG00000159403	ENSMUSG00000098470	C1rb
STXBP1	ENSG00000136854	ENSMUSG00000026797	Stxbp1
EGFLAM	ENSG00000164318	ENSMUSG00000042961	Egflam
MYDGF	ENSG00000074842	ENSMUSG00000019579	Mydgf
URB2	ENSG00000135763	ENSMUSG00000031976	Urb2
GGA1	ENSG00000100083	ENSMUSG00000033128	Gga1
PRKCG	ENSG00000126583	ENSMUSG00000078816	Prkcg
HMGN5	ENSG00000198157	ENSMUSG00000031245	Hmgn5
ALDH9A1	ENSG00000143149	ENSMUSG00000026687	Aldh9a1
CCDC92	ENSG00000119242	ENSMUSG00000037979	Ccdc92
IL11	ENSG00000095752	ENSMUSG00000004371	Il11
STAT5B	ENSG00000173757	ENSMUSG00000020919	Stat5b
PTGIS	ENSG00000124212	ENSMUSG00000017969	Ptgis
PGPEP1L	ENSG00000183571	ENSMUSG00000030553	Pgpep1l
THAP4	ENSG00000176946	ENSMUSG00000026279	Thap4
FAM71E1	ENSG00000142530	ENSMUSG00000051113	Fam71e1
TMEM107	ENSG00000179029	ENSMUSG00000020895	Tmem107
SYNM	ENSG00000182253	ENSMUSG00000030554	Synm
GALNT2	ENSG00000143641	ENSMUSG00000089704	Galnt2
GALNT2	ENSG00000143641	ENSMUSG00000092329	Gm20388
TAF13	ENSG00000197780	ENSMUSG00000048100	Taf13
SUCLA2	ENSG00000136143	ENSMUSG00000022110	Sucla2
OXNAD1	ENSG00000154814	ENSMUSG00000021906	Oxnad1
MSL2	ENSG00000174579	ENSMUSG00000066415	Msl2
RPS6KB2	ENSG00000175634	ENSMUSG00000024830	Rps6kb2
CCNB3	ENSG00000147082	ENSMUSG00000051592	Ccnb3
DDX4	ENSG00000152670	ENSMUSG00000021758	Ddx4
PGBD5	ENSG00000177614	ENSMUSG00000050751	Pgbd5
PFN1	ENSG00000108518	ENSMUSG00000018293	Pfn1
RFLNA	ENSG00000178882	ENSMUSG00000037962	Rflna
SH3BGRL	ENSG00000131171	ENSMUSG00000031246	Sh3bgrl
ZMAT3	ENSG00000172667	ENSMUSG00000027663	Zmat3
TRH	ENSG00000170893	ENSMUSG00000005892	Trh
TMEM190	ENSG00000160472	ENSMUSG00000013091	Tmem190
IL2	ENSG00000109471	ENSMUSG00000027720	Il2
NCKAP1L	ENSG00000123338	ENSMUSG00000022488	Nckap1l
MRPL27	ENSG00000108826	ENSMUSG00000024414	Mrpl27
ENO3	ENSG00000108515	ENSMUSG00000060600	Eno3
MKI67	ENSG00000148773	ENSMUSG00000031004	Mki67
TMEM238	ENSG00000233493	ENSMUSG00000030431	Tmem238
RECQL4	ENSG00000160957	ENSMUSG00000033762	Recql4
SF3B2	ENSG00000087365	ENSMUSG00000024853	Sf3b2
C11orf86	ENSG00000173237	ENSMUSG00000042041	2010003K11Rik
TRIM2	ENSG00000109654	ENSMUSG00000027993	Trim2
ANKRD24	ENSG00000089847	ENSMUSG00000054708	Ankrd24
UCK2	ENSG00000143179	ENSMUSG00000026558	Uck2
ATG4B	ENSG00000168397	ENSMUSG00000026280	Atg4b
DNAH10	ENSG00000197653	ENSMUSG00000038011	Dnah10
GCA	ENSG00000115271	ENSMUSG00000026893	Gca
ZFAND3	ENSG00000156639	ENSMUSG00000044477	Zfand3
C1RL	ENSG00000139178	ENSMUSG00000038527	C1rl
TTC39A	ENSG00000085831	ENSMUSG00000028555	Ttc39a
AAR2	ENSG00000131043	ENSMUSG00000027628	Aar2
COG2	ENSG00000135775	ENSMUSG00000031979	Cog2
LEP	ENSG00000174697	ENSMUSG00000059201	Lep
TMCO1	ENSG00000143183	ENSMUSG00000052428	Tmco1
CCDC30	ENSG00000186409	ENSMUSG00000028637	Ccdc30
PLXDC1	ENSG00000161381	ENSMUSG00000017417	Plxdc1
EME1	ENSG00000154920	ENSMUSG00000039055	Eme1
TMEM167B	ENSG00000215717	ENSMUSG00000068732	Tmem167b
LPO	ENSG00000167419	ENSMUSG00000009356	Lpo
SPAM1	ENSG00000106304	ENSMUSG00000029678	Hyal5
SPAM1	ENSG00000106304	ENSMUSG00000029682	Spam1
NDRG4	ENSG00000103034	ENSMUSG00000036564	Ndrg4
GNAI1	ENSG00000127955	ENSMUSG00000057614	Gnai1
MGAT3	ENSG00000128268	ENSMUSG00000042428	Mgat3
CACNG3	ENSG00000006116	ENSMUSG00000066189	Cacng3
PLPPR4	ENSG00000117600	ENSMUSG00000044667	Plppr4
MYPN	ENSG00000138347	ENSMUSG00000020067	Mypn
NUDT15	ENSG00000136159	ENSMUSG00000033405	Nudt15
KCNH7	ENSG00000184611	ENSMUSG00000059742	Kcnh7
JMJD1C	ENSG00000171988	ENSMUSG00000037876	Jmjd1c
MUC4	ENSG00000145113	ENSMUSG00000079620	Muc4
LRRC59	ENSG00000108829	ENSMUSG00000020869	Lrrc59
SLC16A2	ENSG00000147100	ENSMUSG00000033965	Slc16a2
BORCS6	ENSG00000196544	ENSMUSG00000045176	Borcs6
ASCL5	ENSG00000232237	ENSMUSG00000097918	Ascl5
S100A6	ENSG00000197956	ENSMUSG00000001025	S100a6
AGT	ENSG00000135744	ENSMUSG00000031980	Agt
DPPA4	ENSG00000121570	ENSMUSG00000058550	Dppa4
METTL4	ENSG00000101574	ENSMUSG00000055660	Mettl4
FAM102A	ENSG00000167106	ENSMUSG00000039157	Fam102a
PLAUR	ENSG00000011422	ENSMUSG00000046223	Plaur
CAPN9	ENSG00000135773	ENSMUSG00000031981	Capn9
S100A5	ENSG00000196420	ENSMUSG00000001023	S100a5
CCT4	ENSG00000115484	ENSMUSG00000007739	Cct4
MKS1	ENSG00000011143	ENSMUSG00000034121	Mks1
SEC63	ENSG00000025796	ENSMUSG00000019802	Sec63
TMEM9	ENSG00000116857	ENSMUSG00000026411	Tmem9
FAM78B	ENSG00000188859	ENSMUSG00000060568	Fam78b
GTF3C5	ENSG00000148308	ENSMUSG00000026816	Gtf3c5
TCF7L2	ENSG00000148737	ENSMUSG00000024985	Tcf7l2
DPM2	ENSG00000136908	ENSMUSG00000026810	Dpm2
CISD1	ENSG00000122873	ENSMUSG00000037710	Cisd1
S100A4	ENSG00000196154	ENSMUSG00000001020	S100a4
MECOM	ENSG00000085276	ENSMUSG00000027684	Mecom
AGBL2	ENSG00000165923	ENSMUSG00000040812	Agbl2
ZNF518A	ENSG00000177853	ENSMUSG00000049164	Zfp518a
IRF2	ENSG00000168310	ENSMUSG00000031627	Irf2
KIAA1324	ENSG00000116299	ENSMUSG00000040412	5330417C22Rik
LRP11	ENSG00000120256	ENSMUSG00000019796	Lrp11
ATP8B4	ENSG00000104043	ENSMUSG00000060131	Atp8b4
CDKL2	ENSG00000138769	ENSMUSG00000029403	Cdkl2
ALDH5A1	ENSG00000112294	ENSMUSG00000035936	Aldh5a1
ASB13	ENSG00000196372	ENSMUSG00000033781	Asb13
C1orf198	ENSG00000119280	ENSMUSG00000031983	2310022B05Rik
S100A3	ENSG00000188015	ENSMUSG00000105518	Gm42674
S100A3	ENSG00000188015	ENSMUSG00000001021	S100a3
TTLL8	ENSG00000138892	ENSMUSG00000022388	Ttll8
KLHL17	ENSG00000187961	ENSMUSG00000078485	Plekhn1
PCMT1	ENSG00000120265	ENSMUSG00000019795	Pcmt1
BLNK	ENSG00000095585	ENSMUSG00000061132	Blnk
POGK	ENSG00000143157	ENSMUSG00000040596	Pogk
S100A2	ENSG00000196754	ENSMUSG00000094018	S100a2
GALNTL6	ENSG00000174473	ENSMUSG00000096914	Galntl6
GMCL2	ENSG00000244234	ENSMUSG00000001157	Gmcl1
NEFL	ENSG00000277586	ENSMUSG00000022055	Nefl
TTC13	ENSG00000143643	ENSMUSG00000037300	Ttc13
KRBA1	ENSG00000133619	ENSMUSG00000042810	Krba1
MGMT	ENSG00000170430	ENSMUSG00000054612	Mgmt
TADA1	ENSG00000152382	ENSMUSG00000026563	Tada1
SLC30A8	ENSG00000164756	ENSMUSG00000022315	Slc30a8
S100A16	ENSG00000188643	ENSMUSG00000074457	S100a16
AGPS	ENSG00000018510	ENSMUSG00000042410	Agps
BRPF3	ENSG00000096070	ENSMUSG00000063952	Brpf3
ZBTB21	ENSG00000173276	ENSMUSG00000046962	Zbtb21
S100A14	ENSG00000189334	ENSMUSG00000042306	S100a14
LGI1	ENSG00000108231	ENSMUSG00000067242	Lgi1
ILDR2	ENSG00000143195	ENSMUSG00000040612	Ildr2
NRK	ENSG00000123572	ENSMUSG00000052854	Nrk
